insider_trading_4_buy_total_shares,26697495
insider_trading_4_buy_total_trades,5
insider_trading_4_buy_company_names_offset,0,1,2
insider_trading_4_buy_company_names,"First Sentier Investors (Australia) IM Ltd","Morgan Stanley","Australian Retirement Trust Pty Ltd"
insider_trading_4_buy_unique_owners,5
insider_trading_4_buy_individual_ids_offset,0,1
insider_trading_4_buy_individual_ids,716283025,596652791
insider_trading_4_buy_individual_names_offset,0,1
insider_trading_4_buy_individual_names,"Joanne Palmer","Melissa Holzberger"
insider_trading_4_buy_total_trans_value,44589706.53352
insider_trading_4_buy_total_company_shares,26676797
insider_trading_4_buy_total_individual_shares,20698
insider_trading_4_sell_avg_price,1.60166
insider_trading_4_sell_month_diff,4
insider_trading_4_sell_trade_type,Sell
insider_trading_4_sell_security_id,20048264
insider_trading_4_sell_total_shares,-14534387
insider_trading_4_sell_total_trades,3
insider_trading_4_sell_company_names_offset,0,1,2
insider_trading_4_sell_company_names,"First Sentier Investors (Australia) IM Ltd","Australian Retirement Trust Pty Ltd","Morgan Stanley"
insider_trading_4_sell_unique_owners,3
insider_trading_4_sell_individual_ids
insider_trading_4_sell_individual_names
insider_trading_4_sell_total_trans_value,23252122.73051
insider_trading_4_sell_total_company_shares,-14534387
insider_trading_4_sell_total_individual_shares,0
insider_trading_total_buy,119903290
insider_trading_total_sell,118234249
insider_trading_total_volume,238137539
ownership_1,462149494,1,Institutions,11016235
ownership_2,7825000,2,"Public Companies",11016235
ownership_3,15826726,3,"Private Companies",11016235
ownership_4,4562031,4,"Individual Insiders",11016235
ownership_11,220462961,11,"General Public",11016235
currency_info_reporting_unit,1000000
